region,Sport,Season,Event,0
Switzerland,Shooting,Summer,"Shooting Men's Military Pistol, 30 metres",1
Switzerland,Shooting,Summer,"Shooting Men's Military Pistol, Team",5
Switzerland,Shooting,Summer,"Shooting Men's Military Revolver, 20 metres",1
Switzerland,Shooting,Summer,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",2
Switzerland,Shooting,Summer,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",5
Switzerland,Shooting,Summer,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",2
Switzerland,Shooting,Summer,"Shooting Men's Military Rifle, Prone, 300 metres",1
Switzerland,Shooting,Summer,"Shooting Men's Rapid-Fire Pistol, 25 metres",1
Switzerland,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1
Switzerland,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1
Switzerland,Shooting,Summer,"Shooting Mixed Free Rifle, Three Positions, 300 metres",1
Switzerland,Shooting,Summer,"Shooting Women's Sporting Pistol, 25 metres",1
Switzerland,Skeleton,Winter,Skeleton Men's Skeleton,2
Switzerland,Skeleton,Winter,Skeleton Women's Skeleton,1
Switzerland,Ski Jumping,Winter,"Ski Jumping Men's Large Hill, Individual",3
Switzerland,Ski Jumping,Winter,"Ski Jumping Men's Normal Hill, Individual",2
Switzerland,Snowboarding,Winter,Snowboarding Men's Giant Slalom,1
Switzerland,Snowboarding,Winter,Snowboarding Men's Halfpipe,2
Switzerland,Snowboarding,Winter,Snowboarding Men's Parallel Giant Slalom,4
Switzerland,Snowboarding,Winter,Snowboarding Women's Boardercross,2
Switzerland,Snowboarding,Winter,Snowboarding Women's Halfpipe,1
Switzerland,Snowboarding,Winter,Snowboarding Women's Parallel Giant Slalom,2
Switzerland,Swimming,Summer,Swimming Men's 200 metres Breaststroke,1
Switzerland,Tennis,Summer,Tennis Men's Doubles,2
Switzerland,Tennis,Summer,Tennis Men's Singles,2
Switzerland,Tennis,Summer,Tennis Women's Doubles,2
Switzerland,Triathlon,Summer,Triathlon Men's Olympic Distance,1
Switzerland,Triathlon,Summer,Triathlon Women's Olympic Distance,4
Switzerland,Weightlifting,Summer,Weightlifting Men's Featherweight,2
Switzerland,Weightlifting,Summer,Weightlifting Men's Light-Heavyweight,2
Switzerland,Wrestling,Summer,"Wrestling Men's Featherweight, Freestyle",2
Switzerland,Wrestling,Summer,"Wrestling Men's Featherweight, Greco-Roman",1
Switzerland,Wrestling,Summer,"Wrestling Men's Heavyweight, Freestyle",2
Switzerland,Wrestling,Summer,"Wrestling Men's Light-Flyweight, Freestyle",1
Switzerland,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Freestyle",4
Switzerland,Wrestling,Summer,"Wrestling Men's Lightweight, Freestyle",1
Switzerland,Wrestling,Summer,"Wrestling Men's Middleweight, Freestyle",2
Switzerland,Wrestling,Summer,"Wrestling Men's Welterweight, Freestyle",2
Syria,Athletics,Summer,Athletics Women's Heptathlon,1
Syria,Boxing,Summer,Boxing Men's Flyweight,1
Syria,Boxing,Summer,Boxing Men's Heavyweight,1
Syria,Wrestling,Summer,"Wrestling Men's Flyweight, Greco-Roman",1
Syria,Wrestling,Summer,"Wrestling Men's Heavyweight, Freestyle",1
Taiwan,Archery,Summer,Archery Men's Team,3
Taiwan,Archery,Summer,Archery Women's Team,6
Taiwan,Athletics,Summer,Athletics Men's Decathlon,1
Taiwan,Athletics,Summer,Athletics Women's 80 metres Hurdles,1
Taiwan,Baseball,Summer,Baseball Men's Baseball,20
Taiwan,Table Tennis,Summer,Table Tennis Women's Singles,2
Taiwan,Taekwondo,Summer,Taekwondo Men's Featherweight,2
Taiwan,Taekwondo,Summer,Taekwondo Men's Flyweight,3
Taiwan,Taekwondo,Summer,Taekwondo Women's Featherweight,1
Taiwan,Taekwondo,Summer,Taekwondo Women's Flyweight,2
Taiwan,Weightlifting,Summer,Weightlifting Men's Featherweight,1
Taiwan,Weightlifting,Summer,Weightlifting Women's Featherweight,3
Taiwan,Weightlifting,Summer,Weightlifting Women's Flyweight,1
Taiwan,Weightlifting,Summer,Weightlifting Women's Heavyweight,1
Taiwan,Weightlifting,Summer,Weightlifting Women's Lightweight,1
Taiwan,Weightlifting,Summer,Weightlifting Women's Middleweight,1
Tajikistan,Athletics,Summer,Athletics Men's Hammer Throw,1
Tajikistan,Boxing,Summer,Boxing Women's Lightweight,1
Tajikistan,Judo,Summer,Judo Men's Lightweight,1
Tajikistan,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Freestyle",1
Tanzania,Athletics,Summer,"Athletics Men's 3,000 metres Steeplechase",1
Tanzania,Athletics,Summer,"Athletics Men's 5,000 metres",1
Thailand,Boxing,Summer,Boxing Men's Bantamweight,3
Thailand,Boxing,Summer,Boxing Men's Featherweight,1
Thailand,Boxing,Summer,Boxing Men's Flyweight,2
Thailand,Boxing,Summer,Boxing Men's Light-Flyweight,2
Thailand,Boxing,Summer,Boxing Men's Light-Middleweight,1
Thailand,Boxing,Summer,Boxing Men's Light-Welterweight,3
Thailand,Boxing,Summer,Boxing Men's Middleweight,1
Thailand,Boxing,Summer,Boxing Men's Welterweight,1
Thailand,Taekwondo,Summer,Taekwondo Men's Flyweight,1
Thailand,Taekwondo,Summer,Taekwondo Women's Flyweight,4
Thailand,Weightlifting,Summer,Weightlifting Men's Bantamweight,1
Thailand,Weightlifting,Summer,Weightlifting Women's Featherweight,2
Thailand,Weightlifting,Summer,Weightlifting Women's Flyweight,2
Thailand,Weightlifting,Summer,Weightlifting Women's Heavyweight,1
Thailand,Weightlifting,Summer,Weightlifting Women's Lightweight,5
Togo,Canoeing,Summer,"Canoeing Men's Kayak Singles, Slalom",1
Tonga,Boxing,Summer,Boxing Men's Super-Heavyweight,1
Trinidad,Athletics,Summer,Athletics Men's 100 metres,4
Trinidad,Athletics,Summer,Athletics Men's 200 metres,3
Trinidad,Athletics,Summer,Athletics Men's 4 x 100 metres Relay,9
Trinidad,Athletics,Summer,Athletics Men's 4 x 400 metres Relay,12
Trinidad,Athletics,Summer,Athletics Men's 400 metres,2
Trinidad,Athletics,Summer,Athletics Men's 800 metres,1
Trinidad,Athletics,Summer,Athletics Men's Javelin Throw,2
Trinidad,Swimming,Summer,Swimming Men's 200 metres Individual Medley,1
Trinidad,Weightlifting,Summer,Weightlifting Men's Featherweight,2
Trinidad,Weightlifting,Summer,Weightlifting Men's Middle-Heavyweight,1
Tunisia,Athletics,Summer,"Athletics Men's 10,000 metres",2
Tunisia,Athletics,Summer,"Athletics Men's 5,000 metres",2
Tunisia,Athletics,Summer,"Athletics Women's 3,000 metres Steeplechase",1
Tunisia,Boxing,Summer,Boxing Men's Light-Welterweight,2
Tunisia,Fencing,Summer,"Fencing Women's Foil, Individual",1
Tunisia,Swimming,Summer,"Swimming Men's 1,500 metres Freestyle",2
Tunisia,Swimming,Summer,Swimming Men's 10 kilometres Open Water,1
Tunisia,Taekwondo,Summer,Taekwondo Men's Welterweight,1
Tunisia,Wrestling,Summer,"Wrestling Women's Lightweight, Freestyle",1
Turkey,Athletics,Summer,Athletics Men's 400 metres Hurdles,1
Turkey,Athletics,Summer,Athletics Men's Hammer Throw,1
Turkey,Athletics,Summer,Athletics Men's Triple Jump,1
Turkey,Athletics,Summer,"Athletics Women's 1,500 metres",2
Turkey,Athletics,Summer,"Athletics Women's 5,000 metres",1
Turkey,Boxing,Summer,Boxing Men's Featherweight,2
Turkey,Boxing,Summer,Boxing Men's Flyweight,1
Turkey,Boxing,Summer,Boxing Men's Light-Flyweight,1
Turkey,Boxing,Summer,Boxing Men's Middleweight,1
Turkey,Judo,Summer,Judo Men's Half-Lightweight,1
Turkey,Judo,Summer,Judo Women's Extra-Lightweight,1
Turkey,Taekwondo,Summer,Taekwondo Men's Featherweight,2
Turkey,Taekwondo,Summer,Taekwondo Men's Welterweight,1
Turkey,Taekwondo,Summer,Taekwondo Women's Featherweight,2
Turkey,Taekwondo,Summer,Taekwondo Women's Welterweight,2
Turkey,Weightlifting,Summer,Weightlifting Men's Bantamweight,3
Turkey,Weightlifting,Summer,Weightlifting Men's Featherweight,3
Turkey,Weightlifting,Summer,Weightlifting Men's Flyweight,1
Turkey,Weightlifting,Summer,Weightlifting Men's Lightweight,1
Turkey,Weightlifting,Summer,Weightlifting Men's Middleweight,2
Turkey,Weightlifting,Summer,Weightlifting Women's Flyweight,2
Turkey,Wrestling,Summer,"Wrestling Men's Bantamweight, Freestyle",3
Turkey,Wrestling,Summer,"Wrestling Men's Bantamweight, Greco-Roman",1
Turkey,Wrestling,Summer,"Wrestling Men's Featherweight, Freestyle",4
Turkey,Wrestling,Summer,"Wrestling Men's Featherweight, Greco-Roman",5
Turkey,Wrestling,Summer,"Wrestling Men's Flyweight, Freestyle",4
Turkey,Wrestling,Summer,"Wrestling Men's Flyweight, Greco-Roman",2
Turkey,Wrestling,Summer,"Wrestling Men's Heavyweight, Freestyle",4
Turkey,Wrestling,Summer,"Wrestling Men's Heavyweight, Greco-Roman",3
Turkey,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Freestyle",6
Turkey,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Greco-Roman",4
Turkey,Wrestling,Summer,"Wrestling Men's Lightweight, Freestyle",1
Turkey,Wrestling,Summer,"Wrestling Men's Lightweight, Greco-Roman",2
Turkey,Wrestling,Summer,"Wrestling Men's Middleweight, Freestyle",7
Turkey,Wrestling,Summer,"Wrestling Men's Middleweight, Greco-Roman",2
Turkey,Wrestling,Summer,"Wrestling Men's Super-Heavyweight, Freestyle",4
Turkey,Wrestling,Summer,"Wrestling Men's Super-Heavyweight, Greco-Roman",2
Turkey,Wrestling,Summer,"Wrestling Men's Welterweight, Freestyle",6
Turkey,Wrestling,Summer,"Wrestling Men's Welterweight, Greco-Roman",3
UK,Alpinism,Winter,Alpinism Mixed Alpinism,12
UK,Archery,Summer,Archery Men's Double York Round,2
UK,Archery,Summer,Archery Men's Individual,1
UK,Archery,Summer,Archery Men's Team,6
UK,Archery,Summer,Archery Women's Double National Round,3
UK,Archery,Summer,Archery Women's Individual,1
UK,Art Competitions,Summer,"Art Competitions Mixed Architecture, Designs For Town Planning",1
UK,Art Competitions,Summer,Art Competitions Mixed Literature,2
UK,Art Competitions,Summer,"Art Competitions Mixed Painting, Graphic Arts",2
UK,Art Competitions,Summer,"Art Competitions Mixed Painting, Paintings",2
UK,Art Competitions,Summer,"Art Competitions Mixed Sculpturing, Reliefs",1
UK,Art Competitions,Summer,"Art Competitions Mixed Sculpturing, Statues",1
UK,Athletics,Summer,"Athletics Men's 1,500 metres",14
UK,Athletics,Summer,Athletics Men's 10 kilometres Walk,3
UK,Athletics,Summer,Athletics Men's 10 mile Walk,3
UK,Athletics,Summer,"Athletics Men's 10,000 metres",5
UK,Athletics,Summer,Athletics Men's 100 metres,8
UK,Athletics,Summer,Athletics Men's 110 metres Hurdles,5
UK,Athletics,Summer,"Athletics Men's 2,500 metres Steeplechase",1
UK,Athletics,Summer,"Athletics Men's 2,590 metres Steeplechase",1
UK,Athletics,Summer,Athletics Men's 20 kilometres Walk,2
UK,Athletics,Summer,Athletics Men's 200 metres,6
UK,Athletics,Summer,"Athletics Men's 3 mile, Team",5
UK,Athletics,Summer,"Athletics Men's 3,000 metres Steeplechase",6
UK,Athletics,Summer,"Athletics Men's 3,000 metres, Team",17
UK,Athletics,Summer,"Athletics Men's 3,200 metres Steeplechase",2
UK,Athletics,Summer,"Athletics Men's 3,500 metres Walk",2
UK,Athletics,Summer,Athletics Men's 4 x 100 metres Relay,29
UK,Athletics,Summer,Athletics Men's 4 x 400 metres Relay,52
UK,Athletics,Summer,"Athletics Men's 4,000 metres Steeplechase",3
UK,Athletics,Summer,Athletics Men's 400 metres,8
UK,Athletics,Summer,Athletics Men's 400 metres Hurdles,8
UK,Athletics,Summer,Athletics Men's 5 mile,3
UK,Athletics,Summer,"Athletics Men's 5,000 metres",6
UK,Athletics,Summer,"Athletics Men's 5,000 metres, Team",4
UK,Athletics,Summer,Athletics Men's 50 kilometres Walk,5
UK,Athletics,Summer,Athletics Men's 800 metres,10
UK,Athletics,Summer,Athletics Men's All-Around Championship,1
UK,Athletics,Summer,"Athletics Men's Cross-Country, Team",11
UK,Athletics,Summer,Athletics Men's Decathlon,2
UK,Athletics,Summer,Athletics Men's Hammer Throw,1
UK,Athletics,Summer,Athletics Men's High Jump,6
UK,Athletics,Summer,Athletics Men's Javelin Throw,4
UK,Athletics,Summer,Athletics Men's Long Jump,5
UK,Athletics,Summer,Athletics Men's Marathon,5
UK,Athletics,Summer,Athletics Men's Shot Put,1
UK,Athletics,Summer,Athletics Men's Triple Jump,7
UK,Athletics,Summer,"Athletics Women's 1,500 metres",1
UK,Athletics,Summer,"Athletics Women's 10,000 metres",1
UK,Athletics,Summer,Athletics Women's 100 metres,2
UK,Athletics,Summer,Athletics Women's 100 metres Hurdles,1
UK,Athletics,Summer,Athletics Women's 200 metres,2
UK,Athletics,Summer,"Athletics Women's 3,000 metres",2
UK,Athletics,Summer,Athletics Women's 4 x 100 metres Relay,32
UK,Athletics,Summer,Athletics Women's 4 x 400 metres Relay,13
UK,Athletics,Summer,Athletics Women's 400 metres,6
UK,Athletics,Summer,Athletics Women's 400 metres Hurdles,2
UK,Athletics,Summer,Athletics Women's 80 metres Hurdles,2
UK,Athletics,Summer,Athletics Women's 800 metres,3
UK,Athletics,Summer,Athletics Women's Hammer Throw,1
UK,Athletics,Summer,Athletics Women's Heptathlon,5
UK,Athletics,Summer,Athletics Women's High Jump,5
UK,Athletics,Summer,Athletics Women's Javelin Throw,3
UK,Athletics,Summer,Athletics Women's Long Jump,4
UK,Athletics,Summer,Athletics Women's Pentathlon,2
UK,Badminton,Summer,Badminton Men's Doubles,2
UK,Badminton,Summer,Badminton Mixed Doubles,4
UK,Bobsleigh,Winter,Bobsleigh Men's Four,8
UK,Bobsleigh,Winter,Bobsleigh Men's Four/Five,4
UK,Bobsleigh,Winter,Bobsleigh Men's Two,2
UK,Boxing,Summer,Boxing Men's Bantamweight,7
UK,Boxing,Summer,Boxing Men's Featherweight,4
UK,Boxing,Summer,Boxing Men's Flyweight,3
UK,Boxing,Summer,Boxing Men's Heavyweight,4
UK,Boxing,Summer,Boxing Men's Light-Flyweight,1
UK,Boxing,Summer,Boxing Men's Light-Heavyweight,5
UK,Boxing,Summer,Boxing Men's Light-Middleweight,5
UK,Boxing,Summer,Boxing Men's Light-Welterweight,1
UK,Boxing,Summer,Boxing Men's Lightweight,6
UK,Boxing,Summer,Boxing Men's Middleweight,9
UK,Boxing,Summer,Boxing Men's Super-Heavyweight,5
UK,Boxing,Summer,Boxing Men's Welterweight,4
UK,Boxing,Summer,Boxing Women's Flyweight,2
UK,Canoeing,Summer,"Canoeing Men's Canadian Doubles, Slalom",6
UK,Canoeing,Summer,"Canoeing Men's Canadian Singles, Slalom",2
UK,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 200 metres",4
UK,Canoeing,Summer,"Canoeing Men's Kayak Singles, 1,000 metres",2
UK,Canoeing,Summer,"Canoeing Men's Kayak Singles, 200 metres",2
UK,Canoeing,Summer,"Canoeing Men's Kayak Singles, 500 metres",2
UK,Canoeing,Summer,"Canoeing Men's Kayak Singles, Slalom",3
UK,Canoeing,Summer,"Canoeing Women's Kayak Singles, Slalom",1
UK,Cricket,Summer,Cricket Men's Cricket,21
UK,Curling,Winter,Curling Men's Curling,8
UK,Curling,Winter,Curling Women's Curling,9
UK,Cycling,Summer,"Cycling Men's 1,000 metres Time Trial",3
UK,Cycling,Summer,Cycling Men's 100 kilometres,2
UK,Cycling,Summer,Cycling Men's 12-Hours Race,1
UK,Cycling,Summer,Cycling Men's 20 kilometres,3
UK,Cycling,Summer,Cycling Men's 25 kilometres,1
UK,Cycling,Summer,Cycling Men's 333 metres Time Trial,1
UK,Cycling,Summer,"Cycling Men's 5,000 metres",2
UK,Cycling,Summer,Cycling Men's 50 kilometres,3
UK,Cycling,Summer,"Cycling Men's Individual Pursuit, 4,000 metres",4
UK,Cycling,Summer,Cycling Men's Individual Time Trial,4
UK,Cycling,Summer,Cycling Men's Keirin,4
UK,Cycling,Summer,Cycling Men's Madison,2
UK,Cycling,Summer,Cycling Men's Omnium,2
UK,Cycling,Summer,Cycling Men's Points Race,1
UK,Cycling,Summer,"Cycling Men's Road Race, Individual",5
UK,Cycling,Summer,"Cycling Men's Road Race, Team",24
UK,Cycling,Summer,Cycling Men's Sprint,10
UK,Cycling,Summer,"Cycling Men's Tandem Sprint, 2,000 metres",14
UK,Cycling,Summer,"Cycling Men's Team Pursuit, 1,980 yards",4
UK,Cycling,Summer,"Cycling Men's Team Pursuit, 4,000 metres",59
UK,Cycling,Summer,Cycling Men's Team Sprint,12
UK,Cycling,Summer,"Cycling Women's Individual Pursuit, 3,000 metres",3
UK,Cycling,Summer,Cycling Women's Individual Time Trial,1
UK,Cycling,Summer,Cycling Women's Keirin,2
UK,Cycling,Summer,Cycling Women's Omnium,2
UK,Cycling,Summer,"Cycling Women's Road Race, Individual",2
UK,Cycling,Summer,Cycling Women's Sprint,4
UK,Cycling,Summer,Cycling Women's Team Pursuit,7
UK,Diving,Summer,Diving Men's Plain High,1
UK,Diving,Summer,Diving Men's Platform,2
UK,Diving,Summer,Diving Men's Springboard,1
UK,Diving,Summer,Diving Men's Synchronized Platform,4
UK,Diving,Summer,Diving Men's Synchronized Springboard,2
UK,Diving,Summer,Diving Women's Plain High,2
UK,Diving,Summer,Diving Women's Springboard,1
UK,Equestrianism,Summer,"Equestrianism Men's Jumping, Team",6
UK,Equestrianism,Summer,"Equestrianism Men's Three-Day Event, Individual",1
UK,Equestrianism,Summer,"Equestrianism Men's Three-Day Event, Team",6
UK,Equestrianism,Summer,"Equestrianism Mixed Dressage, Individual",3
UK,Equestrianism,Summer,"Equestrianism Mixed Dressage, Team",7
UK,Equestrianism,Summer,"Equestrianism Mixed Jumping, Individual",6
UK,Equestrianism,Summer,"Equestrianism Mixed Jumping, Team",11
UK,Equestrianism,Summer,"Equestrianism Mixed Three-Day Event, Individual",8
UK,Equestrianism,Summer,"Equestrianism Mixed Three-Day Event, Team",35
UK,Fencing,Summer,"Fencing Men's epee, Individual",2
UK,Fencing,Summer,"Fencing Men's epee, Team",22
UK,Fencing,Summer,"Fencing Women's Foil, Individual",4
UK,Figure Skating,Summer,Figure Skating Men's Special Figures,2
UK,Figure Skating,Summer,Figure Skating Mixed Pairs,6
UK,Figure Skating,Summer,Figure Skating Women's Singles,2
UK,Figure Skating,Winter,Figure Skating Men's Singles,2
UK,Figure Skating,Winter,Figure Skating Mixed Ice Dancing,4
UK,Figure Skating,Winter,Figure Skating Women's Singles,4
UK,Football,Summer,Football Men's Football,45
UK,Golf,Summer,Golf Men's Individual,3
UK,Gymnastics,Summer,Gymnastics Men's Floor Exercise,1
UK,Gymnastics,Summer,Gymnastics Men's Horizontal Bar,1
UK,Gymnastics,Summer,Gymnastics Men's Individual All-Around,2
UK,Gymnastics,Summer,Gymnastics Men's Pommelled Horse,5
UK,Gymnastics,Summer,Gymnastics Men's Team All-Around,28
UK,Gymnastics,Summer,Gymnastics Women's Floor Exercise,1
UK,Gymnastics,Summer,Gymnastics Women's Team All-Around,12
UK,Gymnastics,Summer,Gymnastics Women's Uneven Bars,1
UK,Hockey,Summer,Hockey Men's Hockey,115
UK,Hockey,Summer,Hockey Women's Hockey,48
UK,Ice Hockey,Winter,Ice Hockey Men's Ice Hockey,22
UK,Jeu De Paume,Summer,Jeu De Paume Men's Singles,2
UK,Judo,Summer,Judo Men's Extra-Lightweight,1
UK,Judo,Summer,Judo Men's Half-Heavyweight,4
UK,Judo,Summer,Judo Men's Half-Middleweight,1
UK,Judo,Summer,Judo Men's Lightweight,2
UK,Judo,Summer,Judo Men's Middleweight,1
UK,Judo,Summer,Judo Men's Open Class,3
UK,Judo,Summer,Judo Women's Half-Heavyweight,1
UK,Judo,Summer,Judo Women's Half-Lightweight,1
UK,Judo,Summer,Judo Women's Heavyweight,1
UK,Judo,Summer,Judo Women's Lightweight,1
UK,Judo,Summer,Judo Women's Middleweight,3
UK,Lacrosse,Summer,Lacrosse Men's Lacrosse,12
UK,Modern Pentathlon,Summer,Modern Pentathlon Men's Team,6
UK,Modern Pentathlon,Summer,Modern Pentathlon Women's Individual,5
UK,Motorboating,Summer,Motorboating Mixed B-Class (Under 60 Feet),3
UK,Motorboating,Summer,Motorboating Mixed C-Class,3
UK,Polo,Summer,Polo Men's Polo,30
UK,Racquets,Summer,Racquets Men's Doubles,6
UK,Racquets,Summer,Racquets Men's Singles,4
UK,Rowing,Summer,Rowing Men's Coxed Eights,117
UK,Rowing,Summer,Rowing Men's Coxed Fours,5
UK,Rowing,Summer,"Rowing Men's Coxed Fours, Outriggers",5
UK,Rowing,Summer,Rowing Men's Coxed Pairs,6
UK,Rowing,Summer,Rowing Men's Coxless Fours,56
UK,Rowing,Summer,Rowing Men's Coxless Pairs,20
UK,Rowing,Summer,Rowing Men's Double Sculls,8
UK,Rowing,Summer,Rowing Men's Lightweight Coxless Fours,4
UK,Rowing,Summer,Rowing Men's Lightweight Double Sculls,4
UK,Rowing,Summer,Rowing Men's Single Sculls,8
UK,Rowing,Summer,Rowing Women's Coxed Eights,9
UK,Rowing,Summer,Rowing Women's Coxless Pairs,6
UK,Rowing,Summer,Rowing Women's Double Sculls,8
UK,Rowing,Summer,Rowing Women's Lightweight Double Sculls,2
UK,Rowing,Summer,Rowing Women's Quadruple Sculls,12
UK,Rugby,Summer,Rugby Men's Rugby,30
UK,Rugby Sevens,Summer,Rugby Sevens Men's Rugby Sevens,12
UK,Sailing,Summer,Sailing Men's One Person Dinghy,3
UK,Sailing,Summer,Sailing Men's One Person Heavyweight Dinghy,2
UK,Sailing,Summer,Sailing Men's Two Person Dinghy,8
UK,Sailing,Summer,Sailing Men's Two Person Keelboat,4
